ref,name,address/name,address/street,address/street2,address/city,credit_limit,address/phone,address/fax,email,x_nif,x_stat,customer,supplier
F22382,MAXI TUNING,,,,,0,,,,,,FALSE,TRUE
F22383,SAWASDEE RESTO,,,,,0,,,,,,FALSE,TRUE
F22384,PALLADIOS Cafe,,,,,0,,,,,,FALSE,TRUE
F22385,REPTEL,,,,,0,,,,,,FALSE,TRUE
F22386,INSTN,,,,,0,,,,,,FALSE,TRUE
F22387,MOTEL D'ANTANANARIVO,,,,,0,,,,,,FALSE,TRUE
F22388,Courrier de Madagascar,,,,,0,,,,,,FALSE,TRUE
F22389,CREONS,,,,,0,,,,,,FALSE,TRUE
F22390,Madagascar Discovery Agency,,,,,0,,,,,,FALSE,TRUE
F22391,TRANSPORT NARY,,,,,0,,,,,,FALSE,TRUE
F22392,NIAG,,Antanimena,,,0,0331120420/0320247210,,,,,FALSE,TRUE
F22393,SOCIETE RUBIS,,,,,0,,,,,,FALSE,TRUE
F22394,CASCADE,,Lot pr?s II M 73 bis - Antsakaviro,Antananarivo,,0,22 605 99,22 550 69,cascad@moov.mg,,,FALSE,TRUE
F22395,SIMIR,,LOT AZB 134 ANOSIZATO OUEST,,,0,0340710016/0320510016,,,49271813,11186,FALSE,TRUE
F22396,vide,,,,,0,,,,,,FALSE,TRUE
F22397,SIMLI MADAGASCAR,,LOT IIE 30C AMBOHIDAHY ANKADINDRAMA,,,0,344367661,,,45901813,5.16071120081018E+016,FALSE,TRUE
F22398,TRANSPORT MVIMA,,,,,0,,,,,,FALSE,TRUE
F22399,MAGIC-D,,Lot II E 69 H Tsarahonenana,Antananarivo,,0,26 396 40 - 66 784 53,,,,,FALSE,TRUE
F22400,EPAM,,Fianarantsoa,,,0,,,,,,FALSE,TRUE
F22401,TRANSPORT LORRIS,,,,,0,,,,,,FALSE,TRUE
F22402,DR HAJANIRINA RAHARIMPANANY,,,,,0,032 40 612 42,,,,,FALSE,TRUE
F22403,OSWALL INDUSTRIES,,ANDRANOMENA,,,0,,,,,,FALSE,TRUE
F22404,RAKOTOSON JEAN CLEMENT,,,,,0,,,,,,FALSE,TRUE
F22405,SEEDLAN,,,,,0,,,,,,FALSE,TRUE
F22406,SMCP,,Ivandry,Antananarivo,,0,,,,,,FALSE,TRUE
F22407,BALLOU,,Andraharo,Antananarivo,,0,,,,,,FALSE,TRUE
F22408,PIXEL GRAPHICS,,,Antananarivo,,0,,,,,,FALSE,TRUE
F22409,NOVO COM,,Antananarivo,,,0,,,,,,FALSE,TRUE
F22410,PAPETERIE MODERNE,,Tsaralal?na,Antananarivo,,0,22 330 21,,,,,FALSE,TRUE
F22411,TECHNIQUE ET PRECISION,,,,,0,,,,,,FALSE,TRUE
F22412,CNAPMAD,,Ankorondrano,Antananarivo,,0,,,,,,FALSE,TRUE
F22413,AES,,,,,0,,,,,,FALSE,TRUE
F22414,RE REFRIGERATION,,,,,0,,,,,,FALSE,TRUE
F22415,V7 SUPREME CENTER,,,,,0,,,,,,FALSE,TRUE
F22416,BASE SARL,,,,,0,,,,,,FALSE,TRUE
F22417,COLIS EXPRESS,,Lot III S 307 K Madera Namontana,Antananarivo,,0,,,,,,FALSE,TRUE
F44001,FIFAMANOR,,BP 198 ANTSIRABE,,,0,44 244 54,44 244 64,fifamanor@dts.mg,,,FALSE,TRUE
F44002,SEMANA,,LOT 26 C 10 TSARASAOTRA,ANTSIRABE,,0,,,,,,FALSE,TRUE
F48001,CMS SAKAY,,,,,0,,,,,,FALSE,TRUE
F53001,BOALA CELINE FELIX,,TOAMASINA,,,0,,,,,,FALSE,TRUE
F53002,MIRA S.A,,79 BD JOFFRE TOAMASINA,,,0,,,,,,FALSE,TRUE
F53003,TRANSPORT TRD,,MANAMBATO TAMATAVE,,,0,,,,,,FALSE,TRUE
F53004,CROWN SMEM,,ROUTE DES HYDRO TOAMASINA,,,0,,,,,,FALSE,TRUE
F53005,MSC MEDITERANEAN SHIPPING COMPANY,,IIM NY HAVANA TOAMASINA,,,0,,,,,,FALSE,TRUE
F53006,TRANSPORT NOMENA,,LOT 04 CITE LA PEROUSE TOAMASINA,,,0,,,,,,FALSE,TRUE
F53007,TRANSPORT FOOT CORINNE,,LOT 70 BIS PARCELLE 21/15,MORARANO - ANALAKINININA,TOAMASINA,0,,,,,,FALSE,TRUE
F53008,SOCIETE TAMA IMPORT,,BD DE LA LIBERATION BP 533,,TAMATAVE,0,,,,,,FALSE,TRUE
F53009,CHAN MENG FREDERIC TRANSPORTEUR,,TAMATAVE,,,0,,,,,,FALSE,TRUE
F53010,LA SEAL TAMATAVE,,,,,0,,,,,,FALSE,TRUE
F53011,TRANSPORT JACK EDDY,,,,,0,,,,,,FALSE,TRUE
F53012,TRANSPORT NAMODELA,,,,,0,,,,,,FALSE,TRUE
F53013,TRANSPORT RAKOTOARINIVO,,,,,0,,,,,,FALSE,TRUE
F53014,TRANSPORTEUR CHRISTIAN EMILE,,MORAMANGA,,,0,0320586066/0331186066,,,4000252955,6.0301332004E+016,FALSE,TRUE
F62001,SOCIETE INDUSTRIELLE DU BOINA,,BP 174 MAHAJANGA,,,0,,,,,,FALSE,TRUE
F62002,S.I.B,,ANTANIMASAJA MAHAJANGA,,,0,,,,,,FALSE,TRUE
F62003,TRICOTSB,MR BIKALAL,39-40 rue RICHELIEU,MAHAJANGA,,0,62 221 34,62 293 88,,,,FALSE,TRUE
F62004,SOTRAMCO,,LOT 0203 AG 2040 B ANTANIMALANDY,,,0,,,,,,FALSE,TRUE
F62005,LA SEAL MAJUNGA,,,,,0,,,,,,FALSE,TRUE
F62006,MAMIKO DRAMCO SARL Madagascar,,B. P. 507 - Mahajanga,,,0,62 939 00,62 244 55,dramcosarl@moov.mg,,,FALSE,TRUE
F72001,TRANSPORT HO KINE KI FRANCIS,,Fenoarivo farafangana,,,0,,,,,,FALSE,TRUE
F82001,PFOI DIEGO SUAREZ,Pascal ANDRIANASOLO,,VILLE BASSE,ANTSIRANANA,0,82 293 88/82 221 21,22 216 42/82 293 39,cinerdg@freenet.mg;cnrodilson@pfoi.mg,,,FALSE,TRUE
F92001,RAZAFIKOARIVO JEAN LOUIS,,,,,0,,,,,,FALSE,TRUE
F94001,COLLEGE SACRE COEUR TULEAR,,,,,0,,,,,,FALSE,TRUE
F99001,CENI,,,,,0,,,,,,FALSE,TRUE
F99002,ACT,SAIDA CHAGAR,BP 258 POSTE FRANCAISE,AD 500 ANDORRE LA VIEILLE,,0,376 741 449,376 741 450,saida.act@andorra.ad,,,FALSE,TRUE
F99003,ADISSEO,,,,,0,,,,,,FALSE,TRUE
F99004,AIMCO,ELIZABETH S.,PB 6822 AKHAND JYOTI ,8th road,MUMBAI,0,91 22 261 637 44,91 22 261 167 36,,aimco@vsnl.com,,FALSE,TRUE
F99005,ALVED,K JALALUDEN,N?549,14 th street IV Sector,CHENNAI,0,24 48 36 279,91 44 483 8344,,alved@vsnl.com,,FALSE,TRUE
F99006,ARABIAN ALKALI CIE,,,,,0,,,,,,FALSE,TRUE
F99007,ARDES,CHRISTINE BUDIN,BP 37 BD PRE POMMIER CHAMP FLEURI,,BOURGOIN CEDEX,0,33 4 74 93 33 34,33 4 74 28 41 98,ardes@wanadoo.fr,,,FALSE,TRUE
F99008,BASF,Mr Aubert VENTY,,,,0,2 711 203 24 76,27 829 001 627,aubert.venty@basf-s-africa.co.za,,,FALSE,TRUE
F99009,BAYER,ANDRE VAN HEERDEN,27,Wrench Road,ISANDO,0,27 11 921 5280,27 11 921 5261,,andre.vanherrden@bayercropscience.com,,FALSE,TRUE
F99010,BIOBLOCK,,BP 50111,87403  ILLKIRCH CEDEX,,0,33 3 88 67 14 14,33 3 88 67 43 48,export@bioblock.com,,,FALSE,TRUE
F99011,BIOSARE,HERVE RAULINE,1 AVENUE DE LA PREUILHE,,,0,33 4 68 76 76 40,33 4 68 76 76 41,,,,FALSE,TRUE
F99012,BIOVE,THIERRY GOSSELIN,3 ,rue  de LORRAINE,ARQUES,0,03 21 98 21 21,03 21 88 51 95,,labobiove@nordnet.fr,,FALSE,TRUE
F99013,BRENNTAG EXPORT,,21,BD DE L'EUROPE BP 60026,,0,33 4 42 46 22 42,33 4 42 46 22 09,,,,FALSE,TRUE
F99014,CEREXAGRI,FRANCOIS JEANBART,1,rue des Fr?res LUMIERE,PLAISIR CEDEX,0,33 1 30 81 73 15,33 1 30 81 72 53,,francois.jeanbart@cerexagri.com,,FALSE,TRUE
F99015,CHADA SALES,,,,,0,,,,,,FALSE,TRUE
F99016,CHEMPURE,Monique LOVELOCK,PO BOX 75403 Lynnwoodridge,CSRI Meiring Naude Road,PRETORIA,0,012 349 1543/4/5/6,012 349 1547/8,,,,FALSE,TRUE
F99017,CHEMTECH,PRISCILLE LI,P O BOX 742 BV PORT LOUIS,1 -10 STE MARIE ROAD RICHE TERRE,,0,2171000/1/2,2171005,ctssl@unibox.net,,,FALSE,TRUE
F99018,CID LINES,FRANCOIS DOSSIN,19,rue DELEZENNE,LILLE,0,33 03 20 23 01 11,33 03 20 23 26 48,,frdos@wanadoo.fr,,FALSE,TRUE
F99019,CIPLA,TARIQ KHAN/VIKRANT,MG Road,,MUMBAI,0,91 222 265 2801,91 222 262 4912,ciplaexp@cipla.com,,,FALSE,TRUE
F99020,COMPO,SIGRID GROSSMANN,P O BOX 21 07,38,MUNSTER,0,49 0 2 51 32 77 0,29 0 2 51 32 77 266,,,,FALSE,TRUE
F99021,COTECNICA,CENI,CARRETERA N-II  a ,KM 494,BELLPUING LLEIDA  25250,,0,,,,,FALSE,TRUE
F99022,DIMARTINO,,36065 MUSSOLENTE VI,,VIA PAVANE .,0,39 0424 8788,39 0424 878900,dimartino@dimartino.it,,,FALSE,TRUE
F99023,QUARON (DISTRICHIMIE),RENE DEBERDT,12 ,rue de la ROCHE,HAUBOURDIN CEDEX,0,03 20 17 57 00,03 20 17 57 11,,,,FALSE,TRUE
F99024,GRACE CROWN INDUSTRIAL,,,,,0,,,,,,FALSE,TRUE
F99025,DT SERVICES,,BP 193,693 avenue du Dr  LEFEBVRE,VILLENEUVE LOBET CEDEX,0,04 92 13 30 30,04 92 02 75 88,,,,FALSE,TRUE
F99026,ERBSLOCH,CENI,,,,0,,,,,,FALSE,TRUE
F99027,ETS COQUARD,,,,,0,,,,,,FALSE,TRUE
F99028,EXCEL,MR WHA IBRAHIM,184 87,SWAMI VIVEKANAND ROAD,JOGESHAWI(W),0,5646 4200,267 83657,,Wha Ibrahim [wha_ibra@excelcropcare.com],,FALSE,TRUE
F99029,EXIMCHEM,,,,,0,,,,,,FALSE,TRUE
F99030,FUMAKILLA MALASYA BERHAD,MR NAJIEB,,,,0,,,,,,FALSE,TRUE
F99031,GENIA,OLIVIER MOREL,5 ,rue des CLOUZEAUX,VERTOU,0,02 40 03 24 17,02 40 03 14 71,,genia@genia.fr,,FALSE,TRUE
F99032,GONGYI SHANGAI VETERINARY MEDICINE,MR GU YUE MING,298 ,HUANCHENG EAST ROAD,,,0,2157434468,2157434492,ymgu@sh163.net,,FALSE,TRUE
F99033,HEBEI YUANZHENG PHARMACEUTICAL CO,L,Mr WANG YANTAO/SU MING,,SHIWHENG ROAD ,,SHIJIAZHUANG  CITY,,0,8631186818545/1348342,,FALSE,TRUE
F99034,IMPROCHEM,MENG QINGYU,Room 1801,Tower B SHENFANG PLAZA,SHENZHEN,0,86 755 82353001 509,,,,,FALSE,TRUE
F99035,INDIANA IMMNULOGICALS,DR SHARMA,,,,0,,,,,,FALSE,TRUE
F99036,INTERVET,,PO BOX 31,,AA BOXMEER,0,31 485 587 600,31 485 577 333,info@intervet.com,,,FALSE,TRUE
F99037,ITP,CENI,AV OUSMANE SOCE DIOP/THIOKHO,BP 147 RUFISQUE,,0,221 33 836 66 67,221 33 836 66 65,itp@sentoo.sn,,,FALSE,TRUE
F99038,JOOSTEN,Leon NIJSSEN,,,,0,31 495 584 971,31 495 540 045,lnjssen@joosten.nl,,,FALSE,TRUE
F99039,KK ANIMAL NUTRITION,ISABELA FERRAO,PO BOX 74,,UMBOGINTWINI,0,27 31 910 5180,27 31 910 5189,iferrao@kkan.com,,,FALSE,TRUE
F99040,LEDAR INTERNATIONAL,MR DANNY,48,TAGORE LANE,SINGAPORE 787493,,0,65 6455 5433,65 6455 5788,ledarsin@singnet.com.sg,,FALSE,TRUE
F99041,MADIMPEX,UMESH  KUMAR RATHI,3-5-907/2,401 MAHAVEER LOK C0MPLEX,HYDERABAD,0,91 40 2322 1147/1157,91 40 2322 3396,,umesh@madimpex.com,,FALSE,TRUE
F99042,MAURIMED,,,,,0,,,,,,FALSE,TRUE
F99043,MAYFORD,ANDREW /MADELEIN,PO BOX 160,ZA LANSERIA  1748,,0,27 11 548 2865,27 11 548 2824,,,,FALSE,TRUE
F99044,MINSHENG,JANE CHOW,24 D,N?1 WUHAN BUILDING,XIAMEN,0,86 592 5089661,86 592 5320589,,minishengcom@yahoo.com.cn,,FALSE,TRUE
F99045,NORBRIGHT,,,,,0,,,,,,FALSE,TRUE
F99046,OMYA PERALTA,,,,,0,,,,,,FALSE,TRUE
F99047,PAL CHEMICAL,MENG,RM 808 SHENZHEN OVERSEAS CHINESE,HIGHTECH VENTURE BUILDING NANSHAN S,,0,00 86 755 86350828,0086 755 86350838,caroline@chinapal.cc,,,FALSE,TRUE
F99048,PSC,PATRICIA SINDYGA,8,ROUTE DE TROYES,10190 VAUCHASSIS,,0,33 03 25 74 35 41,,psc.internationnal@free.fr,,FALSE,TRUE
F99049,QUARON,VIRGINIA BIBIK,,,,0,03 20 17 57 41,03 20 17 57 32,vbibik@quaron.com,,,FALSE,TRUE
F99050,SINOCHEM NINGBO,BRUCE JI,21 JIANGXIA ST,,NINGBO,0,86 574 8734 8868,86 574 8736 6775,,nbchem@sinochem,,FALSE,TRUE
F99051,SOFIP,CENI,ZA LISSAURE F,46230 LALBENQUE,,0,565317646,565317647,sofip.hb@wanadoo.fr,,,FALSE,TRUE
F99052,SOLO,,41,str,STUTTGART,0,70 31 3 01139,70 31 3 01 1 49,,info@solo-germany.com,,FALSE,TRUE
F99053,SOPRODA,MR GARCIA,BP 7 77510 REBAIS,,,0,33 1 64 20 94 40,33 1 64 20 91 23,soproda@soproda.com,,,FALSE,TRUE
F99054,SYVA,JOSE M COBO,Parroco  PABLO  DIEZ ,49-57,LEON,0,34 987 800 800,34 987 808 011,,,,FALSE,TRUE
F99055,TAGROS,VIMAL,JHAVER CENTRE,Rajah ANNAMALAI,,0,91 44 4200 7430,91 44 28587873,info@tagros.com,,,FALSE,TRUE
F99056,TIAJIN FOREING TRADE GROUP CHEMICAL,,,,,0,,,,,,FALSE,TRUE
F99057,URCOOPA,Guillaume RUBIN,BP 90,,ST PAUL CEDEX,0,02 62 45 37 10,026245 37 05,g.rubin@urcoopa.fr,,,FALSE,TRUE
F99058,VETINDIA,DR RAO/SULAIMAN,1 7 187/D 16 ECIL CROSS ROADS,KAMALANAGAR,HYDERABAD,0,91 40 271 271 84,91 40 271 235 63,info@vetindia.com,,,FALSE,TRUE
F99059,VITAM INTERNATIONAL,,15 B BOTANO BUILDING,PO BOX 9362 EMBANKMENT LENCHEN DRIV,CENTURION,0,012 643 1191/2,012 643 1190,,,,FALSE,TRUE
F99060,YARA,MR ANTON ROUX,272 PRETORIA AVENUE,4 TH FLOOR,RANDBURG,0,27 11 781 1748,27 11 781 3824,Anton.Roux@yara.com,,,FALSE,TRUE
F99061,ALLIANZ WORLDWIDE CARE LTD,,,,,0,,,,,,FALSE,TRUE
F99062,BIO SERAE,,1 AV DE LA PREUILHE,,,0,,,,,,FALSE,TRUE
F99063,MIEEX,M.FAROUCK,15 rue Taitbout 75009 Paris,,,0,33153792378,33153790271,montira-trading@wanadoo.fr,,,FALSE,TRUE
F99064,DONGFENG AGRICULTURAL MACHINERY GRO,,,,,0,,,,,,FALSE,TRUE
F99065,CHINA EURO GROUPE LIMITED,,,,,0,,,,,,FALSE,TRUE
F99066,TIANJIN CROWN CHAMPION ,,,,,0,,,,,,FALSE,TRUE
F99067,GLOBE FINE CHEMICALS HOLLAND B,,,,,0,,,,,,FALSE,TRUE
F99068,FAM SYSTEM CO LTD,,,,,0,,,,,,FALSE,TRUE
F99069,PANNAR SEED LTD,,,,,0,,,,,,FALSE,TRUE
F99070,YUE XIU TEXTILES,,,,,0,,,,,,FALSE,TRUE
F99071,PANNAR SEED (PTY) LTP,,SOUTH AFRICA,,,0,,,,,,FALSE,TRUE
F99072,ROSSIG INTERNATIONAL,,,,,0,,,,,,FALSE,TRUE
F99073,COQUARD,,478 RUE A RICHETTA,,,0,474628144,,,,,FALSE,TRUE
F99074,BIC CHEMICAL,,,,,0,,,,,,FALSE,TRUE
F99075,VIPPY,,,,,0,,,,,,FALSE,TRUE
F99076,AMRO CHEMICAL,,,,,0,,,,,,FALSE,TRUE
F99999,ETAT CHARGES,,,,,0,,,,,,FALSE,TRUE
FAAAAA,EXTRA GROUPE,,,,,0,,,,,,FALSE,TRUE
FBBBBB,INTRA GROUPE,,,,,0,,,,,,FALSE,TRUE
